,lower avg_gwei,upper avg_gwei,predicted_gwei
2025-12-11 04:00:00+00:00,-0.9997939921336132,1.0955802179684955,0.04789311291744108
2025-12-11 05:00:00+00:00,-1.0006485073639892,1.0964347331988715,0.04789311291744108
2025-12-11 06:00:00+00:00,-1.0015023267689316,1.0972885526038139,0.04789311291744108
2025-12-11 07:00:00+00:00,-1.0023554520454938,1.098141677880376,0.04789311291744108
2025-12-11 08:00:00+00:00,-1.0032078848838417,1.098994110718724,0.04789311291744108
2025-12-11 09:00:00+00:00,-1.004059626967294,1.0998458528021762,0.04789311291744108
2025-12-11 10:00:00+00:00,-1.004910679972359,1.1006969058072413,0.04789311291744108
2025-12-11 11:00:00+00:00,-1.0057610455687758,1.101547271403658,0.04789311291744108
2025-12-11 12:00:00+00:00,-1.0066107254195495,1.1023969512544318,0.04789311291744108
2025-12-11 13:00:00+00:00,-1.0074597211809917,1.103245947015874,0.04789311291744108
2025-12-11 14:00:00+00:00,-1.008308034502757,1.1040942603376394,0.04789311291744108
2025-12-11 15:00:00+00:00,-1.0091556670278796,1.104941892862762,0.04789311291744108
2025-12-11 16:00:00+00:00,-1.0100026203928127,1.105788846227695,0.04789311291744108
2025-12-11 17:00:00+00:00,-1.0108488962274629,1.1066351220623452,0.04789311291744108
2025-12-11 18:00:00+00:00,-1.0116944961552286,1.1074807219901108,0.04789311291744108
2025-12-11 19:00:00+00:00,-1.0125394217930348,1.108325647627917,0.04789311291744108
2025-12-11 20:00:00+00:00,-1.0133836747513714,1.1091699005862536,0.04789311291744108
2025-12-11 21:00:00+00:00,-1.0142272566343258,1.110013482469208,0.04789311291744108
2025-12-11 22:00:00+00:00,-1.0150701690396216,1.1108563948745038,0.04789311291744108
2025-12-11 23:00:00+00:00,-1.0159124135586524,1.1116986393935346,0.04789311291744108
2025-12-12 00:00:00+00:00,-1.0167539917765167,1.112540217611399,0.04789311291744108
2025-12-12 01:00:00+00:00,-1.017594905272053,1.1133811311069353,0.04789311291744108
2025-12-12 02:00:00+00:00,-1.0184351556178743,1.1142213814527566,0.04789311291744108
2025-12-12 03:00:00+00:00,-1.0192747443804033,1.1150609702152856,0.04789311291744108
2025-12-12 04:00:00+00:00,-1.0201136731199045,1.1158998989547868,0.04789311291744108
2025-12-12 05:00:00+00:00,-1.0209519433905203,1.1167381692254026,0.04789311291744108
2025-12-12 06:00:00+00:00,-1.0217895567403026,1.1175757825751849,0.04789311291744108
2025-12-12 07:00:00+00:00,-1.0226265147112474,1.1184127405461297,0.04789311291744108
2025-12-12 08:00:00+00:00,-1.0234628188393278,1.11924904467421,0.04789311291744108
2025-12-12 09:00:00+00:00,-1.0242984706545262,1.1200846964894084,0.04789311291744108
2025-12-12 10:00:00+00:00,-1.0251334716808675,1.1209196975157498,0.04789311291744108
2025-12-12 11:00:00+00:00,-1.025967823436452,1.1217540492713343,0.04789311291744108
2025-12-12 12:00:00+00:00,-1.0268015274334858,1.1225877532683681,0.04789311291744108
2025-12-12 13:00:00+00:00,-1.0276345851783153,1.1234208110131976,0.04789311291744108
2025-12-12 14:00:00+00:00,-1.028466998171457,1.1242532240063392,0.04789311291744108
2025-12-12 15:00:00+00:00,-1.0292987679076298,1.125084993742512,0.04789311291744108
2025-12-12 16:00:00+00:00,-1.0301298958757859,1.1259161217106681,0.04789311291744108
2025-12-12 17:00:00+00:00,-1.0309603835591428,1.126746609394025,0.04789311291744108
2025-12-12 18:00:00+00:00,-1.031790232435213,1.1275764582700953,0.04789311291744108
2025-12-12 19:00:00+00:00,-1.0326194439758358,1.128405669810718,0.04789311291744108
2025-12-12 20:00:00+00:00,-1.033448019647207,1.1292342454820892,0.04789311291744108
2025-12-12 21:00:00+00:00,-1.0342759609099088,1.130062186744791,0.04789311291744108
2025-12-12 22:00:00+00:00,-1.035103269218941,1.1308894950538233,0.04789311291744108
2025-12-12 23:00:00+00:00,-1.03592994602375,1.1317161718586324,0.04789311291744108
2025-12-13 00:00:00+00:00,-1.036755992768259,1.1325422186031413,0.04789311291744108
2025-12-13 01:00:00+00:00,-1.0375814108908967,1.133367636725779,0.04789311291744108
2025-12-13 02:00:00+00:00,-1.0384062018246267,1.134192427659509,0.04789311291744108
2025-12-13 03:00:00+00:00,-1.0392303669969771,1.1350165928318594,0.04789311291744108
2025-12-13 04:00:00+00:00,-1.0400539078300688,1.135840133664951,0.04789311291744108
2025-12-13 05:00:00+00:00,-1.0408768257406444,1.1366630515755267,0.04789311291744108
2025-12-13 06:00:00+00:00,-1.0416991221400962,1.1374853479749785,0.04789311291744108
2025-12-13 07:00:00+00:00,-1.0425207984344953,1.1383070242693776,0.04789311291744108
2025-12-13 08:00:00+00:00,-1.043341856024618,1.1391280818595002,0.04789311291744108
2025-12-13 09:00:00+00:00,-1.044162296305976,1.1399485221408583,0.04789311291744108
2025-12-13 10:00:00+00:00,-1.0449821206688423,1.1407683465037246,0.04789311291744108
